argument_id,attorney_name,firm,side,role,source
2015-0537,Kevin M. Truland,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0542,B.J. Branch,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0542,Adam R. Mordecai,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0573,David E. LeFevre,"Tarbell & Brodich, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0573,Matthew J. Delude,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0573,Ronald N. Delude,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0071,John L. Ward,"Patch & FitzGerald, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0071,David W. Johnston,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0315,Jeremy D. Eggleton,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0315,"Anthony F. DiPadova, Jr.",Buckley & Zopf,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0765,Charles R. Capace,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0765,MaryBeth L. Misluk,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0765,W. Daniel Deane,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0383,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0383,Anthony J. Galdieri,Nixon Peabody LLP,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0412,Geoffrey J. Vitt,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0412,Elizabeth A. Lahey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0412,Jason R. Crance,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0029,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0029,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0248,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0248,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0339,Heather A. Cherniske,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0339,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0247,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0247,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0335,Mark D. Morrissette,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0335,Brian J.S. Cullen,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0335,Michael P. Johnson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0345,Steven G. Shadallah,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0345,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0430,Jon N. Strasburger,"Bossie & Wilson, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0430,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0253,Kysa M. Crusco,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0253,"Paul R. Kfoury, Sr.","Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0253,Gilles R. Bissonnette,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0253,Mary L. Bonauto,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0338,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0338,Thomas J. Gleason,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0514,W. John Funk,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0514,"Daniel D. Muller, Jr.","Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0514,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0650,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0650,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0774,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0774,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0395,Megan A. Yaple,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0395,David J. Braiterman,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0434,Jonathan D. Persky,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0434,James F. Allmendinger,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0687,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0687,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0750,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0750,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0293,Jason A. Casey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0293,Paul J. Garrity,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0401,Richard E. Fradette,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0401,Thomas R. Broderick,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0536,Andru H. Volinsky,"Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0536,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0536,John J. Conforti,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0349,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0349,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0499,"Francis C. Fredericks, Jr.",NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0605,Kay E. Drought,New Hampshire Legal Assistance,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0605,Brian W. Buonamano,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0185,Stacey R. Kaelin,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0185,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0404,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0404,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0471,John J. Conforti,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0471,John Kuzinevich,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0498,Michael J. Tierney,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0498,Mark B. Johnson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0498,David W. Rayment,"Cleveland, Waters and Bass, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0682,Russell F. Hilliard,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0682,Steven M. Latici,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0392,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0392,Joseph M. Frankel,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0561,Francis G. Murphy,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0561,Gary M. Burt,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0569,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0569,Cathy J. Green,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0286,Michael R. Mortimer,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0329,Peter R. Hinckley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0329,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0671,William L. Chapman,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0671,Laura A. Spector-Morgan,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0694,Christopher N. Cole,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0694,James F. Laboe,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0694,Arnold N. Rosenblatt,"Cook, Little, Rosenblatt & Manson, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0694,Kathleen M. Mahan,"Cook, Little, Rosenblatt & Manson, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0748,Aaron Ginsberg,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0748,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0592,Geoffrey W.R. Ward,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0592,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0592,Peter R. Hinckley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0358,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0358,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0368,John P. Fagan,"Bussiere & Bussiere, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0368,Donald J. Perrault,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0583,Jacob J. B. Marvelley,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0583,Benjamin T. King,"Douglas, Leonard & Garvey, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0701,Michael Pearson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0701,David I. Bailinson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0480,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0480,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0524,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0524,Ian M. Dumain,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0524,Andru H. Volinsky,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0588,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0588,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0050,Jared P. O’Connor,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0050,Israel F. Piedra,"Welts, White & Fontaine, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0212,Thomas J. Pappas,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0212,Kenneth E. Rubinstein,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0212,Jennifer L. Parent,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0212,Richard C. Gagliuso,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0457,Elizabeth A. Lahey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0457,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0570,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0570,David M. Rothstein,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0791,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0791,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0289,John J. McCormack,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0289,Richard C. Guerriero,"Lothstein Guerriero, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0377,Danielle E. Horgan,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0377,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0624,James Q. Shirley,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0624,Jeremy T. Walker,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0624,Joy L. Langford,Chadbourne & Parke LLP,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0276,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0276,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0658,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0658,Christine C. List,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0067,Mark D. Hanlon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0067,Amy C. Connolly,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2013-0480,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2013-0480,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0510,"James W. Kennedy, III",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0510,Thomas J. Pappas,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0510,Bruce W. Felmly,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0636,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0636,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0692,"Charles G. Douglas, III","Douglas, Leonard & Garvey, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0692,Christopher H.M. Carter,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0720,Robert J. Dietel,"Gallagher, Callahan & Gartrell, PC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0720,H. Jon Meyer,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0115,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0115,Andrew F. Cotrupi,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0122,Peter G. Callaghan,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0122,Leslie H. Johnson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0152,Barton L. Mayer,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0176,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0176,Philip H. Utter,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0454,Andru H. Volinsky,"Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0454,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0609,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0609,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0141,Bradley M. Lown,"Coughlin, Rainboth, Murphy & Lown, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0141,R. Matthew Cairns,"Gallagher, Callahan & Gartrell, PC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0177,Pamela J. Newkirk,"Barradale, O'Connell, Newkirk & Dwyer, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0177,Henry R. Klementowicz,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0177,Kathleen Mullin,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0107,R. Peter Decato,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0107,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0484,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0484,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0187,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0187,Christopher M. Johnson,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0064,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0064,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0299,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0299,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0370,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0370,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0151,Margaret H. Nelson,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0151,Judith E. Whitelaw,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0151,Daniel E. Will,NH Attorney General,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0304,Laura A. Spector-Morgan,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0304,Carolyn K. Cole,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0088,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0088,Christine C. List,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0305,Celia K. Leonard,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0305,Carolyn K. Cole,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0350,Jay L. Hodes,"Hage Hodes, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0350,Barton L. Mayer,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0199,Lisa M. English,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0199,Brian M. Quirk,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0199,Michael J. Connolly,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0199,Edmund J. Boutin,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0199,David A. Vicinanzo,Nixon Peabody LLP,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0199,"Wilbur A. Glahn, III","McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0243,Andrew J. Piela,"Hamblett & Kerrigan, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0243,Daniel R. Krislov,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0390,William C. Saturley,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0390,Ronald P. Schiller,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0390,James Q. Shirley,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0390,Mark L. Mallory,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0446,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0446,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0219,Michele E. Kenney,Pierce Atwood LLP,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0219,Jeanine M. Girgenti,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0224,Christopher E. Grant,"Boynton, Waldron, Doleac, Woodman & Scott, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0224,"Paul R. Kfoury, Jr.","Trombley & Kfoury, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0224,Beverly Desmarais,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0289,Jason A. Casey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0289,Mark L. Sisti,Sisti Law Offices,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0018,Sean P. Gill,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0018,Catherine J. Flinchbaugh,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0379,Terence M. O’Rourke,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0646,Lucinda Hopkins,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0646,Donald A. Kennedy,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0683,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0683,Kirsten B. Wilson,"Kirsten Wilson Law, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0130,"Roy W. Tilsley, Jr.","Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0130,Russell F. Hilliard,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0130,Jeffrey H. Karlin,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0130,Glenn A. Perlow,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0130,Todd D. Mayo,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0130,Joseph McDonald,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0209,Elizabeth A. Lahey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0209,Wade Harwood,Sisti Law Offices,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0258,Martha Van Oot,Jackson Lewis P.C.,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0258,Robyn Frye Honig,Honig & Barnes LLP,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0357,Edmund A. Allcock,"Marcus, Errico, Emmer & Brooks, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0357,Robert W. Anctil,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0357,Scott Eriksen,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0357,"Roy W. Tilsley, Jr.","Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0271,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0271,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0251,David E. LeFevre,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0251,Lisa K. Snow Wade,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0268,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0268,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0406,Donald L. Smith,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0406,Peter M. Solomon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0201,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
