argument_id,attorney_name,firm,side,role,source
2022-0067,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0372,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0372,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0652,Francis G. Murphy,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0652,Rose Marie Joly,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0652,Adam Pignatelli,"Rath, Young and Pignatelli, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0742,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0742,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0212,Joe M. Fincham II,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0212,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0234,R. James Steiner,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0234,William D. Woodbury,"Normandin, Cheney & O'Neil, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0253,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0253,Olivier Sakellarios,Solomon Law Firm,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Jonathan P. Hawley,Elias Law Group LLP,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Steven J. Dutton,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Gilles R. Bissonnette,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Julie A. Ebenstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Alan Cronheim,Sisti Law Offices,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Mark P. Gaber,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0629,Anthony J. Galdieri,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0362,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0362,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0082,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0082,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0320,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0320,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0223,"Paul R. Kfoury, Jr.",,respondent,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0223,Anna Goulet Zimmerman,,respondent,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0483,Israel F. Piedra,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0483,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0553,Christopher C. Snook,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0553,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0578,Marc G. Beaudoin,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0578,Emily C. Goering,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0023,Mary F. Stewart,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0023,Edmond J. Ford,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0023,Ryan M. Borden,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0023,Lawrence P. Sumski,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0311,Joe M. Fincham II,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0311,Pamela E. Phelan,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0410,Tanya L. Spony,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0410,Jeremy D. Eggleton,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0467,Meredith Farrell Goldstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0467,Anthony M. Muir,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0498,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0498,Carl Swenson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0500,Jason R.L. Major,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0500,Keelan B. Forey,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0648,Christopher C. Snook,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0648,Matthew V. Burrows,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0020,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0020,Sven D. Wiberg,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0432,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0432,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0545,Nathan C. Midolo,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0545,Israel F. Piedra,"Welts, White & Fontaine, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0583,Eric A. Maher,"Donahue, Tucker & Ciandella, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0583,Simon R. Brown,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0583,Steven E. Grill,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0022,"Jack P. Crisp, Jr.",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0022,William F. Gramer,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0205,Robert L. Baldridge,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0205,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0310,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0419,John T. Katsirebas Jr.,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0419,William D. Woodbury,"Normandin, Cheney & O'Neil, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0106,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0106,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0436,"Roy W. Tilsley, Jr.","Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0436,Matthew R. Serge,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0536,Peter R. Hinckley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0536,Robin D. Melone,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0651,Gregory T. Muller,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0651,Mark D. Morrissette,"McDowell & Morrissette, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0693,Mary Beth L. Sweeney,"Atwood & Cherny, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0693,Andrew J. Piela,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0707,John G. Cronin,"Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0707,Bernard H. Campbell,Beaumont & Campbell Professional Associates,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0488,Anthony M. Muir,"Soule, Leslie, Kidder, Sayward & Loughman, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0488,Thomas K. MacMillan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0488,Kristin M. Yasenka,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0557,Robert L. Baldridge,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0557,Donna J. Brown,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0696,Gary S. Harding,"Bernard & Merrill, PLLC",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0696,Laura E. B. Lombardi,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0014,Michael G. Eaton,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0014,"Jack P. Crisp, Jr.",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0503,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0503,Theodore M. Lothstein,"Lothstein Guerriero, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0587,Kevin W. Stuart,"Bernard & Merrill, PLLC",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0587,Mary F. Stewart,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0592,Matthew R. Johnson,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0592,Nathan R. Fennessy,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0592,Keriann Roman,Drummond Woodsum,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0592,Matthew R. Serge,Drummond Woodsum,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0592,Stephen C. Buckley,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0592,Russell F. Hilliard,"Upton & Hatfield, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0690,K. Allen Brooks,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0690,Bryan K. Gould,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0690,Heidi H. Trimarco,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0714,John A. Wolkowski,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0714,Clara E. Lyons,"Poulin Hurley Makris & Lyons, P.A. (formerly Getman, Schulthess, Steere & Poulin, P.A.)",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0613,Anthony J. Galdieri,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0613,Carl Swenson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0210,Michael R. Grandy,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0210,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0460,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0460,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0531,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0531,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0643,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0643,John J. Bresaw,"Friedman & Bresaw, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0011,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0011,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0018,Timothy J. McLaughlin,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0018,Jeffrey L. Ment,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0018,Brian J.S. Cullen,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0211,John G. Cronin,"Cronin, Bisson & Zalinsky, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0211,David W. Johnston,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0431,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0431,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0588,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0588,Jeffrey D. Odland,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0076,"Frank P. Spinella, Jr.","Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0076,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0109,Christopher J. Fischer,"Boynton, Waldron, Doleac, Woodman & Scott, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0109,Gary M. Burt,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0413,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2019-0413,James B. Reis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0306,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0306,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0083,Shawn M. Tanguay,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0083,Gregory V. Sullivan,"Malloy & Sullivan, Lawyers Professional Corporation",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0083,Gilles R. Bissonnette,American Civil Liberties Union - New Hampshire,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0083,R. Peter Decato,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0265,Paul J. Alfano,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0265,Gary J. Kinyon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0563,Robert L. Baldridge,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0563,Pamela E. Phelan,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0616,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0616,Pamela E. Phelan,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0012,Andrew J. Piela,"Shaheen & Gordon, P.A.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0012,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0097,Matthew G. Conley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0097,Michael J. Tierney,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0189,Barry C. Schuster,"Schuster, Buttrey & Wing, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0189,Cordell A. Johnston,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0244,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0244,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0728,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0728,Mark L. Sisti,Sisti Law Offices,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0128,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0128,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0278,Jacob J. B. Marvelley,"Hoefle, Phoenix, Gormley & Roberts, PLLC",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0278,Nathan R. Fennessy,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0319,Friedrich K. Moeckel,"Tarbell & Brodich, P.A.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0319,Richard P. Driscoll,"Devine, Millimet & Branch, P.A.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0319,Benjamin T. King,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0319,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0425,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0425,Timothy J. Donovan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0568,Lynnette V. Macomber,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0568,Laura E. B. Lombardi,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0568,Meredith Farrell Goldstein,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0030,Robert L. Baldridge,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0030,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0170,Robert E. Ducharme,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0208,Kathleen C. Sullivan,"Malloy & Sullivan, Lawyers Professional Corporation",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0208,Brendan A. O’Donnell,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0258,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0258,Cabot Teachout,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0451,Anthony J. Galdieri,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0451,Leif A. Becker,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0718,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0718,David M. Rothstein,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0436,David E. LeFevre,"Tarbell & Brodich, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0436,Lisa K. Snow Wade,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0007,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2016-0007,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0638,Robert L. Baldridge,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0638,Maria D. Savarese,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0736,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0736,Pamela E. Phelan,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0204,Marrielle B. Van Rossum,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0204,Mark D. Fernald,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0247,Christina M. Wilson,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0247,Arthur B. Cunningham,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0247,Jonathan M. Boutin,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0342,Laura A. Spector-Morgan,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0342,Steven A. Bolton,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0342,Kurt S. Olson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0175,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0175,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0323,Benjamin T. King,"Douglas, Leonard & Garvey, P.C.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0323,Richard P. Driscoll,"Devine, Millimet & Branch, P.A.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0121,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0121,Jason M. Novak,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0142,Mark V. Franco,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0142,Debbie Lorusso Makris,"Poulin Hurley Makris & Lyons, P.A. (formerly Getman, Schulthess, Steere & Poulin, P.A.)",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0281,Jeremy D. Eggleton,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0281,Joseph S. Hoppock,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0294,Joe M. Fincham II,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0294,Eric R. Wilson,"Wilson, Bush & Keefe, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0346,Christopher B. Drescher,"Cronin, Bisson & Zalinsky, P.C.",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0346,J. Bradford Westgate,"Winer & Bennett, LLP",petitioner,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0389,Richard P. Driscoll,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0389,Adam M. Hamel,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0615,Anna Goulet Zimmerman,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0615,Nicholas D. Wright,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0592,Audriana Mekula,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2021-0592,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0025,Sam M. Gonyea,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0025,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0448,John S. Krupski,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0448,Jessica A. King,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0448,Peter R. Chiesa,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0452,Marc G. Beaudoin,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0452,Keelan B. Forey,"Gallagher, Callahan & Gartrell, PC",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0452,Jessica A. King,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0301,Paul M. DeCarolis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0301,David K. Pinsonneault,"Winer & Bennett, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0449,Brad C. Davis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0449,Jessica A. King,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0008,Peter R. Hinckley,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0008,Robin D. Melone,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0407,Marc G. Beaudoin,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0407,Mary A. Triick,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0407,Michael P. Courtney,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0062,Marc G. Beaudoin,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0062,Mary A. Triick,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0062,Steven A. Bolton,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0088,David H. Colby,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0088,Jeremy D. Eggleton,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0456,Marc G. Beaudoin,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0456,Mary A. Triick,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0456,Keelan B. Forey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2023-0456,Matthew V. Burrows,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0397,Elizabeth C. Woodcock,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2022-0397,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
