source_file_key,source_type,docket_numbers,source_url,match_method,confidence,review_status
2006-872,opinion,"[""2006-872""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/spina170.pdf,source_case_number_and_caption,high,generated
2006-946,opinion,"[""2006-946""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/offen167.pdf,source_case_number_and_caption,high,generated
2007-105,opinion,"[""2007-105""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/sea165.pdf,source_case_number_and_caption,high,generated
2007-179,opinion,"[""2007-179""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/china166.pdf,source_case_number_and_caption,high,generated
2006-800,opinion,"[""2006-800""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/lopez164.pdf,source_case_number_and_caption,high,generated
2006-404,opinion,"[""2006-404""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/carle162.pdf,source_case_number_and_caption,high,generated
2006-763,opinion,"[""2006-763""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/polan163.pdf,source_case_number_and_caption,high,generated
2006-362,opinion,"[""2006-362""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/carls161.pdf,source_case_number_and_caption,high,generated
2007-042,opinion,"[""2007-042""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/philb159.pdf,source_case_number_and_caption,high,generated
2007-065,opinion,"[""2007-065""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/green160.pdf,source_case_number_and_caption,high,generated
2007-031,opinion,"[""2007-031""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/dorso158.pdf,source_case_number_and_caption,high,generated
grews155,opinion,"[""2006-004""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/grews155.pdf,caption_text,high,generated
2006-418,opinion,"[""2006-418""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/king156.pdf,source_case_number_and_caption,high,generated
2007-051,opinion,"[""2007-051""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/larue157.pdf,source_case_number_and_caption,high,generated
2006-518,opinion,"[""2006-518""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/costa151.pdf,source_case_number_and_caption,high,generated
2007-240,opinion,"[""2007-240""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/kenic154.pdf,source_case_number_and_caption,high,generated
2006-745,opinion,"[""2006-745""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/energ152.pdf,source_case_number_and_caption,high,generated
2007-189,opinion,"[""2007-189""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/walsh153.pdf,source_case_number_and_caption,high,generated
2006-945,opinion,"[""2006-945""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/webst150.pdf,source_case_number_and_caption,high,generated
2006-231,opinion,"[""2006-231""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/doyle148.pdf,source_case_number_and_caption,high,generated
2006-186,opinion,"[""2006-186""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/hanco147.pdf,source_case_number_and_caption,high,generated
2006-049,opinion,"[""2006-049""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/pepin145.pdf,source_case_number_and_caption,high,generated
2006-122,opinion,"[""2006-122""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/omega146.pdf,source_case_number_and_caption,high,generated
2006-915,opinion,"[""2006-915""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/atwat144.pdf,source_case_number_and_caption,high,generated
2006-409,opinion,"[""2006-409""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/adams142.pdf,source_case_number_and_caption,high,generated
2006-730,opinion,"[""2006-730""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/stapl143.pdf,source_case_number_and_caption,high,generated
2006-684,opinion,"[""2006-684""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/comer139.pdf,source_case_number_and_caption,high,generated
2006-807,opinion,"[""2006-807""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/conne140.pdf,source_case_number_and_caption,high,generated
2006-406,opinion,"[""2006-406""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/juven138.pdf,source_case_number_and_caption,high,generated
2007-207,opinion,"[""2007-207""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/kalil41.pdf,source_case_number_and_caption,high,generated
lopez134,opinion,"[""2006-257"", ""2006-773""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/lopez134.pdf,caption_text,high,generated
2006-829,opinion,"[""2006-829""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/coxst137.pdf,source_case_number_and_caption,high,generated
2006-481,opinion,"[""2006-481""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/everi135.pdf,source_case_number_and_caption,high,generated
2006-792,opinion,"[""2006-792""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/macie136.pdf,source_case_number_and_caption,high,generated
2006-515,opinion,"[""2006-515""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/formu132.pdf,source_case_number_and_caption,high,generated
2007-084,opinion,"[""2007-084""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/juven133.pdf,source_case_number_and_caption,high,generated
2006-463,opinion,"[""2006-463""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/buchh131.pdf,source_case_number_and_caption,high,generated
2006-584,opinion,"[""2006-584""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/johan130.pdf,source_case_number_and_caption,high,generated
2006-013,opinion,"[""2006-013""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/omale129.pdf,source_case_number_and_caption,high,generated
2006-904,opinion,"[""2006-904""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/mille128.pdf,source_case_number_and_caption,high,generated
2006-011,opinion,"[""2006-011""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/beede126.pdf,source_case_number_and_caption,high,generated
2006-657,opinion,"[""2006-657""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/tiber127.pdf,source_case_number_and_caption,high,generated
2006-541,opinion,"[""2006-541""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/sodoy124.pdf,source_case_number_and_caption,high,generated
2006-564,opinion,"[""2006-564""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/lacha125.pdf,source_case_number_and_caption,high,generated
2006-456,opinion,"[""2006-456""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/desch123.pdf,source_case_number_and_caption,high,generated
2006-570,opinion,"[""2006-570""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/lowy121.pdf,source_case_number_and_caption,high,generated
2006-646,opinion,"[""2006-646""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/auger122.pdf,source_case_number_and_caption,high,generated
2006-525,opinion,"[""2006-525""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/merri120.pdf,source_case_number_and_caption,high,generated
2006-441,opinion,"[""2006-441""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/share118.pdf,source_case_number_and_caption,high,generated
2006-785,opinion,"[""2006-785""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/aldri119.pdf,source_case_number_and_caption,high,generated
2006-284,opinion,"[""2006-284""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/ward117.pdf,source_case_number_and_caption,high,generated
2005-934,opinion,"[""2005-934""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/nadea114.pdf,source_case_number_and_caption,high,generated
2006-859,opinion,"[""2006-859""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/count116.pdf,source_case_number_and_caption,high,generated
2006-674,opinion,"[""2006-674""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/juven115.pdf,source_case_number_and_caption,high,generated
2006-151,opinion,"[""2006-151""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/dent112.pdf,source_case_number_and_caption,high,generated
2006-751,opinion,"[""2006-751""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/khabb113.pdf,source_case_number_and_caption,high,generated
2006-900,opinion,"[""2006-900""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/bayvi110.pdf,source_case_number_and_caption,high,generated
2006-254,opinion,"[""2006-254""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/jenni111.pdf,source_case_number_and_caption,high,generated
2006-542,opinion,"[""2006-542""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/barbi108.pdf,source_case_number_and_caption,high,generated
2006-860,opinion,"[""2006-860""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/guild110.pdf,source_case_number_and_caption,high,generated
2005-604,opinion,"[""2005-604""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/peira107.pdf,source_case_number_and_caption,high,generated
2006-651,opinion,"[""2006-651""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/nicol105.pdf,source_case_number_and_caption,high,generated
2006-797,opinion,"[""2006-797""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/doyle106.pdf,source_case_number_and_caption,high,generated
2006-567,opinion,"[""2006-567""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/toyot104.pdf,source_case_number_and_caption,high,generated
2006-761,opinion,"[""2006-761""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/marin103.pdf,source_case_number_and_caption,high,generated
2006-426,opinion,"[""2006-426""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/bleir101.pdf,source_case_number_and_caption,high,generated
2006-695,opinion,"[""2006-695""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/bloui102.pdf,source_case_number_and_caption,high,generated
2006-315,opinion,"[""2006-315""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/snell100.pdf,source_case_number_and_caption,high,generated
2006-791,opinion,"[""2006-791""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/farm099.pdf,source_case_number_and_caption,high,generated
2006-586,opinion,"[""2006-586""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/demer097.pdf,source_case_number_and_caption,high,generated
2006-743,opinion,"[""2006-743""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/kelto098.pdf,source_case_number_and_caption,high,generated
2006-504,opinion,"[""2006-504"", ""2006-0251""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/dupon095.pdf,source_case_number_and_caption,high,generated
2005-727,opinion,"[""2005-727""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/mayna093.pdf,source_case_number_and_caption,high,generated
2006-577,opinion,"[""2006-577""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/cayte096.pdf,source_case_number_and_caption,high,generated
2006-085,opinion,"[""2006-085""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/shark094.pdf,source_case_number_and_caption,high,generated
2006-291,opinion,"[""2006-291""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/haas090.pdf,source_case_number_and_caption,high,generated
2006-438,opinion,"[""2006-438""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/becks091.pdf,source_case_number_and_caption,high,generated
2006-598,opinion,"[""2006-598""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/rye092.pdf,source_case_number_and_caption,high,generated
2005-921,opinion,"[""2005-921""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/polk086.pdf,source_case_number_and_caption,high,generated
2006-621,opinion,"[""2006-621""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/phili089.pdf,source_case_number_and_caption,high,generated
2006-290,opinion,"[""2006-290""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/brown087.pdf,source_case_number_and_caption,high,generated
2006-396,opinion,"[""2006-396""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/koor088.pdf,source_case_number_and_caption,high,generated
2006-510,opinion,"[""2006-510""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/dcyf085.pdf,source_case_number_and_caption,high,generated
2006-329,opinion,"[""2006-329"", ""2006-334""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/crabt084.pdf,source_case_number_and_caption,high,generated
2006-394,opinion,"[""2006-394""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/malou081.pdf,source_case_number_and_caption,high,generated
2006-640,opinion,"[""2006-640""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/grand082.pdf,source_case_number_and_caption,high,generated
2006-070,opinion,"[""2006-070"", ""2006-219""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/chase078.pdf,source_case_number_and_caption,high,generated
2006-180,opinion,"[""2006-180""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/ruff079.pdf,source_case_number_and_caption,high,generated
2006-613,opinion,"[""2006-613""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/murle080.pdf,source_case_number_and_caption,high,generated
2006-324,opinion,"[""2006-324""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/bucha075.pdf,source_case_number_and_caption,high,generated
2007-263,opinion,"[""2007-263""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/oj078.pdf,source_case_number_and_caption,high,generated
2006-382,opinion,"[""2006-382""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/cantw076.pdf,source_case_number_and_caption,high,generated
2006-008,opinion,"[""2006-008""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/ander074.pdf,source_case_number_and_caption,high,generated
2006-530,opinion,"[""2006-530""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/carte077.pdf,source_case_number_and_caption,high,generated
2005-938,opinion,"[""2005-938""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/hunt071.pdf,source_case_number_and_caption,high,generated
2006-036,opinion,"[""2006-036""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/lavoi072.pdf,source_case_number_and_caption,high,generated
2006-143,opinion,"[""2006-143""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/lone073.pdf,source_case_number_and_caption,high,generated
2006-558,opinion,"[""2006-558""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/jgmcj070.pdf,source_case_number_and_caption,high,generated
2006-430,opinion,"[""2006-430""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/cui068.pdf,source_case_number_and_caption,high,generated
2006-548,opinion,"[""2006-548""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/nault069.pdf,source_case_number_and_caption,high,generated
2006-631,opinion,"[""2006-631""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/nashu067.pdf,source_case_number_and_caption,high,generated
2005-855,opinion,"[""2005-855""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/derry065.pdf,source_case_number_and_caption,high,generated
2006-020,opinion,"[""2006-020""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/atvwa.pdf,source_case_number_and_caption,high,generated
2006-086,opinion,"[""2006-086""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/brum062.pdf,source_case_number_and_caption,high,generated
2006-386,opinion,"[""2006-386""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/crave064.pdf,source_case_number_and_caption,high,generated
2006-224,opinion,"[""2006-224""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/acasa060.pdf,source_case_number_and_caption,high,generated
2006-092,opinion,"[""2006-092""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/czuma058.pdf,source_case_number_and_caption,high,generated
2006-644,opinion,"[""2006-644""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/mahmo061.pdf,source_case_number_and_caption,high,generated
2006-107,opinion,"[""2006-107""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/baluk059.pdf,source_case_number_and_caption,high,generated
2005-868,opinion,"[""2005-868""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/sever056.pdf,source_case_number_and_caption,high,generated
2006-458,opinion,"[""2006-458""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/pepin057.pdf,source_case_number_and_caption,high,generated
2005-751,opinion,"[""2005-751""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/thoma055.pdf,source_case_number_and_caption,high,generated
2006-381,opinion,"[""2006-381""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/kalil054.pdf,source_case_number_and_caption,high,generated
2006-177,opinion,"[""2006-177""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/cecer052.pdf,source_case_number_and_caption,high,generated
2006-297,opinion,"[""2006-297""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/eleme053.pdf,source_case_number_and_caption,high,generated
2006-040,opinion,"[""2006-040""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/ravel051.pdf,source_case_number_and_caption,high,generated
2006-139,opinion,"[""2006-139""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/alber049.pdf,source_case_number_and_caption,high,generated
2005-299,opinion,"[""2005-299""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/smoke047.pdf,source_case_number_and_caption,high,generated
2006-393,opinion,"[""2006-393""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/keppl050.pdf,source_case_number_and_caption,high,generated
2005-775,opinion,"[""2005-775""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/mille048.pdf,source_case_number_and_caption,high,generated
2005-493,opinion,"[""2005-493""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/stewa045.pdf,source_case_number_and_caption,high,generated
2005-532,opinion,"[""2005-532""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/chris046.pdf,source_case_number_and_caption,high,generated
2005-386,opinion,"[""2005-386"", ""2001-2003"", ""1997-1999"", ""1999-2001""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/safet044.pdf,source_case_number_and_caption,high,generated
2005-332,opinion,"[""2005-332""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/gidde041.pdf,source_case_number_and_caption,high,generated
2005-884,opinion,"[""2005-884""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/fishe042.pdf,source_case_number_and_caption,high,generated
2006-366,opinion,"[""2006-366""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/hudso043.pdf,source_case_number_and_caption,high,generated
2005-796,opinion,"[""2005-796""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/brown039.pdf,source_case_number_and_caption,high,generated
2006-050,opinion,"[""2006-050""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/drake040.pdf,source_case_number_and_caption,high,generated
2006-025,opinion,"[""2006-025""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/porte037.pdf,source_case_number_and_caption,high,generated
2006-150,opinion,"[""2006-150""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/sleep038.pdf,source_case_number_and_caption,high,generated
2006-056,opinion,"[""2006-056""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/shann035.pdf,source_case_number_and_caption,high,generated
2006-115,opinion,"[""2006-115""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/steim036.pdf,source_case_number_and_caption,high,generated
bosse034,opinion,"[""2006-009""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/bosse034.pdf,caption_text,high,generated
2006-199,opinion,"[""2006-199""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/white033.pdf,source_case_number_and_caption,high,generated
2005-441,opinion,"[""2005-441""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/premi032.pdf,source_case_number_and_caption,high,generated
2006-104,opinion,"[""2006-104""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/guard30.pdf,source_case_number_and_caption,high,generated
malac31,opinion,"[""2004-886"", ""2006-111""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/malac31.pdf,caption_text,high,generated
2006-360,opinion,"[""2006-360""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/fathe029.pdf,source_case_number_and_caption,high,generated
2005-126,opinion,"[""2005-126""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/synco027.pdf,source_case_number_and_caption,high,generated
2005-859,opinion,"[""2005-859""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/parke028.pdf,source_case_number_and_caption,high,generated
coddi026,opinion,"[""2005-009""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/coddi026.pdf,caption_text,high,generated
2006-038,opinion,"[""2006-038""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/manni034.pdf,source_case_number_and_caption,high,generated
2006-363,opinion,"[""2006-363""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/motto035.pdf,source_case_number_and_caption,high,generated
2005-528,opinion,"[""2005-528""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/hamme033.pdf,source_case_number_and_caption,high,generated
2005-669,opinion,"[""2005-669""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/blagb022.pdf,source_case_number_and_caption,high,generated
2005-808,opinion,"[""2005-808""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/chamb020.pdf,source_case_number_and_caption,high,generated
2005-529,opinion,"[""2005-529""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/hardy018.pdf,source_case_number_and_caption,high,generated
2006-236,opinion,"[""2006-236""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/chase021.pdf,source_case_number_and_caption,high,generated
2005-627,opinion,"[""2005-627""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/pinke019.pdf,source_case_number_and_caption,high,generated
2005-912,opinion,"[""2005-912""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/plour016.pdf,source_case_number_and_caption,high,generated
2006-348,opinion,"[""2006-348""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/loone017.pdf,source_case_number_and_caption,high,generated
2005-815,opinion,"[""2005-815""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/landr015.pdf,source_case_number_and_caption,high,generated
2005-778,opinion,"[""2005-778""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/mcken014.pdf,source_case_number_and_caption,high,generated
2005-212,opinion,"[""2005-212""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/juven012.pdf,source_case_number_and_caption,high,generated
2006-317,opinion,"[""2006-317""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/stong.pdf,source_case_number_and_caption,high,generated
2006-609,opinion,"[""2006-609""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/commu011.pdf,source_case_number_and_caption,high,generated
2005-867,opinion,"[""2005-867""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/prope155.pdf,source_case_number_and_caption,high,generated
2006-043,opinion,"[""2006-043""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/veale009.pdf,source_case_number_and_caption,high,generated
2006-079,opinion,"[""2006-079""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/duque010.pdf,source_case_number_and_caption,high,generated
2005-883,opinion,"[""2005-883""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/holme008.pdf,source_case_number_and_caption,high,generated
2005-776,opinion,"[""2005-776""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/choy006.pdf,source_case_number_and_caption,high,generated
2005-832,opinion,"[""2005-832""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/feins007.pdf,source_case_number_and_caption,high,generated
2005-706,opinion,"[""2005-706""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/elder005.pdf,source_case_number_and_caption,high,generated
2005-040,opinion,"[""2005-040""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/giova001.pdf,source_case_number_and_caption,high,generated
2005-927,opinion,"[""2005-927""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/flagg004.pdf,source_case_number_and_caption,high,generated
2005-646,opinion,"[""2005-646""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/huffm002.pdf,source_case_number_and_caption,high,generated
2005-903,opinion,"[""2005-903""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-12/hartl003.pdf,source_case_number_and_caption,high,generated
2008-355,opinion,"[""2008-355""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2022-02/lamar140.pdf,source_case_number_and_caption,high,generated
2008-246,opinion,"[""2008-246""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2022-02/liber139.pdf,source_case_number_and_caption,high,generated
2006-908,opinion,"[""2006-908""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2022-02/jenot137.pdf,source_case_number_and_caption,high,generated
2008-147,opinion,"[""2008-147""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2022-02/schro138.pdf,source_case_number_and_caption,high,generated
2007-817,opinion,"[""2007-817""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2022-02/jenks136.pdf,source_case_number_and_caption,high,generated
2008-877,opinion,"[""2008-877"", ""2007-877""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2022-02/kirst134.pdf,source_case_number_and_caption,high,generated
