source_file_key,source_type,docket_numbers,source_url,match_method,confidence,review_status
2014-0463,case_order,"[""2014-0463""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140463.pdf,source_case_number_and_caption,high,generated
2014-0472,case_order,"[""2014-0472""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140472.pdf,source_case_number_and_caption,high,generated
2014-0505,case_order,"[""2014-0505""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140505.pdf,source_case_number_and_caption,high,generated
2014-0511,case_order,"[""2014-0511""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140511.pdf,source_case_number_and_caption,high,generated
2014-0514,case_order,"[""2014-0514""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140514.pdf,source_case_number_and_caption,high,generated
2014-0516,case_order,"[""2014-0516"", ""2012-0598""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140516.pdf,source_case_number_and_caption,high,generated
2014-0522,case_order,"[""2014-0522""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140522.pdf,source_case_number_and_caption,high,generated
2014-0526,case_order,"[""2014-0526""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140526.pdf,source_case_number_and_caption,high,generated
2014-0529,case_order,"[""2014-0529""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140529.pdf,source_case_number_and_caption,high,generated
2014-0530,case_order,"[""2014-0530""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140530.pdf,source_case_number_and_caption,high,generated
2014-0531,case_order,"[""2014-0531""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140531.pdf,source_case_number_and_caption,high,generated
2014-0537,case_order,"[""2014-0537""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140537.pdf,source_case_number_and_caption,high,generated
2014-0538,case_order,"[""2014-0538""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140538.pdf,source_case_number_and_caption,high,generated
2014-0544,case_order,"[""2014-0544""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140544.pdf,source_case_number_and_caption,high,generated
2014-0548,case_order,"[""2014-0548""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140548.pdf,source_case_number_and_caption,high,generated
2014-0554,case_order,"[""2014-0554""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140554.pdf,source_case_number_and_caption,high,generated
2014-0562,case_order,"[""2014-0562""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140562.pdf,source_case_number_and_caption,high,generated
2014-0565,case_order,"[""2014-0565""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140565.pdf,source_case_number_and_caption,high,generated
2014-0568,case_order,"[""2014-0568""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140568.pdf,source_case_number_and_caption,high,generated
2014-0569,case_order,"[""2014-0569""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140569.pdf,source_case_number_and_caption,high,generated
2014-0572,case_order,"[""2014-0572""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140572.pdf,source_case_number_and_caption,high,generated
2014-0574,case_order,"[""2014-0574""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140574.pdf,source_case_number_and_caption,high,generated
2014-0577,case_order,"[""2014-0577""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140577.pdf,source_case_number_and_caption,high,generated
2014-0587,case_order,"[""2014-0587""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140587.pdf,source_case_number_and_caption,high,generated
2014-0596,case_order,"[""2014-0596""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140596.pdf,source_case_number_and_caption,high,generated
2014-0611,case_order,"[""2014-0611"", ""2013-0362""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140611.pdf,source_case_number_and_caption,high,generated
2014-0614,case_order,"[""2014-0614""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140614.pdf,source_case_number_and_caption,high,generated
2014-0615,case_order,"[""2014-0615""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140615.pdf,source_case_number_and_caption,high,generated
2014-0618,case_order,"[""2014-0618""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140618.pdf,source_case_number_and_caption,high,generated
2014-0624,case_order,"[""2014-0624""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140624_final_order_modified.pdf,source_case_number_and_caption,high,generated
2014-0628,case_order,"[""2014-0628""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140628.pdf,source_case_number_and_caption,high,generated
20140632,case_order,"[""2014-0632"", ""2015-0041""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140632.pdf,caption_text,high,generated
2014-0633,case_order,"[""2014-0633""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140633.pdf,source_case_number_and_caption,high,generated
2014-0637,case_order,"[""2014-0637""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140637.pdf,source_case_number_and_caption,high,generated
2014-0648,case_order,"[""2014-0648""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140648.pdf,source_case_number_and_caption,high,generated
2014-0656,case_order,"[""2014-0656""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140656.pdf,source_case_number_and_caption,high,generated
2014-0658,case_order,"[""2014-0658""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140658.pdf,source_case_number_and_caption,high,generated
2014-0671,case_order,"[""2014-0671""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140671.pdf,source_case_number_and_caption,high,generated
2014-0678,case_order,"[""2014-0678""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140678.pdf,source_case_number_and_caption,high,generated
2014-0684,case_order,"[""2014-0684""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140684.pdf,source_case_number_and_caption,high,generated
2014-0698,case_order,"[""2014-0698""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140698.pdf,source_case_number_and_caption,high,generated
2014-0701,case_order,"[""2014-0701""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140701.pdf,source_case_number_and_caption,high,generated
2014-0704,case_order,"[""2014-0704""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140704.pdf,source_case_number_and_caption,high,generated
2014-0707,case_order,"[""2014-0707""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140707.pdf,source_case_number_and_caption,high,generated
2014-0711,case_order,"[""2014-0711""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140711.pdf,source_case_number_and_caption,high,generated
2014-0712,case_order,"[""2014-0712""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140712.pdf,source_case_number_and_caption,high,generated
2014-0714,case_order,"[""2014-0714""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140714.pdf,source_case_number_and_caption,high,generated
2014-0715,case_order,"[""2014-0715""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140715.pdf,source_case_number_and_caption,high,generated
2014-0723,case_order,"[""2014-0723""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140723.pdf,source_case_number_and_caption,high,generated
2014-0724,case_order,"[""2014-0724""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140724.pdf,source_case_number_and_caption,high,generated
2014-0733,case_order,"[""2014-0733""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140733.pdf,source_case_number_and_caption,high,generated
2014-0734,case_order,"[""2014-0734""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140734.pdf,source_case_number_and_caption,high,generated
2014-0735,case_order,"[""2014-0735""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140735.pdf,source_case_number_and_caption,high,generated
2014-0738,case_order,"[""2014-0738""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140738.pdf,source_case_number_and_caption,high,generated
2014-0747,case_order,"[""2014-0747""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140747.pdf,source_case_number_and_caption,high,generated
2014-0749,case_order,"[""2014-0749""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140749.pdf,source_case_number_and_caption,high,generated
2014-0751,case_order,"[""2014-0751""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140751.pdf,source_case_number_and_caption,high,generated
2014-0752,case_order,"[""2014-0752""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140752.pdf,source_case_number_and_caption,high,generated
2014-0764,case_order,"[""2014-0764""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140764.pdf,source_case_number_and_caption,high,generated
2014-0777,case_order,"[""2014-0777""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140777.pdf,source_case_number_and_caption,high,generated
2014-0778,case_order,"[""2014-0778""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140778.pdf,source_case_number_and_caption,high,generated
2014-0779,case_order,"[""2014-0779""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140779.pdf,source_case_number_and_caption,high,generated
2014-0783,case_order,"[""2014-0783""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140783.pdf,source_case_number_and_caption,high,generated
2014-0792,case_order,"[""2014-0792""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140792.pdf,source_case_number_and_caption,high,generated
2014-0793,case_order,"[""2014-0793""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140793.pdf,source_case_number_and_caption,high,generated
2014-0797,case_order,"[""2014-0797""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140797.pdf,source_case_number_and_caption,high,generated
2014-0798,case_order,"[""2014-0798""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140798.pdf,source_case_number_and_caption,high,generated
2014-0800,case_order,"[""2014-0800""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140800.pdf,source_case_number_and_caption,high,generated
2014-0802,case_order,"[""2014-0802""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140802.pdf,source_case_number_and_caption,high,generated
2014-0815,case_order,"[""2014-0815""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140815.pdf,source_case_number_and_caption,high,generated
2014-0817,case_order,"[""2014-0817""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140817.pdf,source_case_number_and_caption,high,generated
2014-0818,case_order,"[""2014-0818""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140818.pdf,source_case_number_and_caption,high,generated
2014-0820,case_order,"[""2014-0820""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140820.pdf,source_case_number_and_caption,high,generated
2014-0829,case_order,"[""2014-0829""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140829.pdf,source_case_number_and_caption,high,generated
2015-0003,case_order,"[""2015-0003""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150003.pdf,source_case_number_and_caption,high,generated
2015-0005,case_order,"[""2015-0005""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150005.pdf,source_case_number_and_caption,high,generated
2015-0009,case_order,"[""2015-0009""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150009.pdf,source_case_number_and_caption,high,generated
2015-0012,case_order,"[""2015-0012""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150012.pdf,source_case_number_and_caption,high,generated
2015-0013,case_order,"[""2015-0013""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150013.pdf,source_case_number_and_caption,high,generated
2015-0014,case_order,"[""2015-0014""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150014.pdf,source_case_number_and_caption,high,generated
2015-0016,case_order,"[""2015-0016""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150016.pdf,source_case_number_and_caption,high,generated
2015-0028,case_order,"[""2015-0028""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150028.pdf,source_case_number_and_caption,high,generated
2015-0035,case_order,"[""2015-0035""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150035.pdf,source_case_number_and_caption,high,generated
2015-0036,case_order,"[""2015-0036""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150036.pdf,source_case_number_and_caption,high,generated
2015-0037,case_order,"[""2015-0037""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150037.pdf,source_case_number_and_caption,high,generated
2015-0046,case_order,"[""2015-0046""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150046.pdf,source_case_number_and_caption,high,generated
2015-0047,case_order,"[""2015-0047""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150047.pdf,source_case_number_and_caption,high,generated
2015-0049,case_order,"[""2015-0049""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150049.pdf,source_case_number_and_caption,high,generated
2015-0066,case_order,"[""2015-0066""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150066.pdf,source_case_number_and_caption,high,generated
2015-0067,case_order,"[""2015-0067""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150067.pdf,source_case_number_and_caption,high,generated
2015-0073,case_order,"[""2015-0073""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150073.pdf,source_case_number_and_caption,high,generated
2015-0076,case_order,"[""2015-0076""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150076.pdf,source_case_number_and_caption,high,generated
2015-0082,case_order,"[""2015-0082""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150082.pdf,source_case_number_and_caption,high,generated
2015-0090,case_order,"[""2015-0090""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150090.pdf,source_case_number_and_caption,high,generated
2015-0092,case_order,"[""2015-0092""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150092.pdf,source_case_number_and_caption,high,generated
2015-0094,case_order,"[""2015-0094""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150094.pdf,source_case_number_and_caption,high,generated
2015-0096,case_order,"[""2015-0096""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150096.pdf,source_case_number_and_caption,high,generated
2015-0100,case_order,"[""2015-0100""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150100.pdf,source_case_number_and_caption,high,generated
2015-0109,case_order,"[""2015-0109""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150109.pdf,source_case_number_and_caption,high,generated
2015-0112,case_order,"[""2015-0112""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150112.pdf,source_case_number_and_caption,high,generated
2015-0113,case_order,"[""2015-0113""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150113.pdf,source_case_number_and_caption,high,generated
2015-0122,case_order,"[""2015-0122""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150122.pdf,source_case_number_and_caption,high,generated
2015-0132,case_order,"[""2015-0132""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150132.pdf,source_case_number_and_caption,high,generated
2015-0136,case_order,"[""2015-0136""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150136.pdf,source_case_number_and_caption,high,generated
2015-0138,case_order,"[""2015-0138""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150138.pdf,source_case_number_and_caption,high,generated
2015-0140,case_order,"[""2015-0140""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150140.pdf,source_case_number_and_caption,high,generated
2015-0151,case_order,"[""2015-0151""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150151.pdf,source_case_number_and_caption,high,generated
2015-0164,case_order,"[""2015-0164""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150164.pdf,source_case_number_and_caption,high,generated
2015-0177,case_order,"[""2015-0177""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150177.pdf,source_case_number_and_caption,high,generated
2015-0180,case_order,"[""2015-0180""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150180.pdf,source_case_number_and_caption,high,generated
2015-0182,case_order,"[""2015-0182""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150182.pdf,source_case_number_and_caption,high,generated
2015-0183,case_order,"[""2015-0183""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150183.pdf,source_case_number_and_caption,high,generated
2015-0186,case_order,"[""2015-0186""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150186.pdf,source_case_number_and_caption,high,generated
2015-0190,case_order,"[""2015-0190""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150190.pdf,source_case_number_and_caption,high,generated
2015-0208,case_order,"[""2015-0208""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150208.pdf,source_case_number_and_caption,high,generated
2015-0216,case_order,"[""2015-0216""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150216.pdf,source_case_number_and_caption,high,generated
2015-0219,case_order,"[""2015-0219""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150219.pdf,source_case_number_and_caption,high,generated
2015-0230,case_order,"[""2015-0230""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150230.pdf,source_case_number_and_caption,high,generated
2015-0235,case_order,"[""2015-0235""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150235.pdf,source_case_number_and_caption,high,generated
2015-0242,case_order,"[""2015-0242""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150242.pdf,source_case_number_and_caption,high,generated
2015-0250,case_order,"[""2015-0250""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150250.pdf,source_case_number_and_caption,high,generated
2015-0285,case_order,"[""2015-0285""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150285.pdf,source_case_number_and_caption,high,generated
2015-0303,case_order,"[""2015-0303""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150303.pdf,source_case_number_and_caption,high,generated
2015-0309,case_order,"[""2015-0309""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150309.pdf,source_case_number_and_caption,high,generated
2015-0324,case_order,"[""2015-0324""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150324.pdf,source_case_number_and_caption,high,generated
2015-0364,case_order,"[""2015-0364""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150364.pdf,source_case_number_and_caption,high,generated
2015-0371,case_order,"[""2015-0371""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150371.pdf,source_case_number_and_caption,high,generated
2015-0444,case_order,"[""2015-0444""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150444.pdf,source_case_number_and_caption,high,generated
2015-0445,case_order,"[""2015-0445""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150445.pdf,source_case_number_and_caption,high,generated
2015-0566,case_order,"[""2015-0566""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150566.pdf,source_case_number_and_caption,high,generated
2016-0135,case_order,"[""2016-0135""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160135.pdf,source_case_number_and_caption,high,generated
2016-0516,case_order,"[""2016-0516""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160516.pdf,source_case_number_and_caption,high,generated
2016-0032,case_order,"[""2016-0032""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160032.pdf,source_case_number_and_caption,high,generated
2016-0298,case_order,"[""2016-0298""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160298.pdf,source_case_number_and_caption,high,generated
2015-0537,case_order,"[""2015-0537""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150537.pdf,source_case_number_and_caption,high,generated
2016-0157,case_order,"[""2016-0157""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160157.pdf,source_case_number_and_caption,high,generated
2015-0720,case_order,"[""2015-0720""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150720.pdf,source_case_number_and_caption,high,generated
2016-0230,case_order,"[""2016-0230""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160230.pdf,source_case_number_and_caption,high,generated
2016-0375,case_order,"[""2016-0375""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160375.pdf,source_case_number_and_caption,high,generated
2016-0011,case_order,"[""2016-0011""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160011.pdf,source_case_number_and_caption,high,generated
2016-0320,case_order,"[""2016-0320""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160320.pdf,source_case_number_and_caption,high,generated
2016-0131,case_order,"[""2016-0131""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160131.pdf,source_case_number_and_caption,high,generated
2016-0351,case_order,"[""2016-0351""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160351.pdf,source_case_number_and_caption,high,generated
2016-0198,case_order,"[""2016-0198""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160198.pdf,source_case_number_and_caption,high,generated
2016-0062,case_order,"[""2016-0062""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160062.pdf,source_case_number_and_caption,high,generated
2016-0108,case_order,"[""2016-0108""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160108.pdf,source_case_number_and_caption,high,generated
2016-0126,case_order,"[""2016-0126""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160126.pdf,source_case_number_and_caption,high,generated
2014-0589,case_order,"[""2014-0589""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20140589.pdf,source_case_number_and_caption,high,generated
2016-0090,case_order,"[""2016-0090""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160090.pdf,source_case_number_and_caption,high,generated
2015-0750,case_order,"[""2015-0750""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150750.pdf,source_case_number_and_caption,high,generated
2015-0451,case_order,"[""2015-0451""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150451.pdf,source_case_number_and_caption,high,generated
2016-0104,case_order,"[""2016-0104""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160104.pdf,source_case_number_and_caption,high,generated
2016-0093,case_order,"[""2016-0093""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160093.pdf,source_case_number_and_caption,high,generated
2016-0392,case_order,"[""2016-0392""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160392.pdf,source_case_number_and_caption,high,generated
2016-0024,case_order,"[""2016-0024""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160024.pdf,source_case_number_and_caption,high,generated
2016-0293,case_order,"[""2016-0293""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160293.pdf,source_case_number_and_caption,high,generated
2015-0185,case_order,"[""2015-0185""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150185.pdf,source_case_number_and_caption,high,generated
2015-0751,case_order,"[""2015-0751""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150751.pdf,source_case_number_and_caption,high,generated
2016-0050,case_order,"[""2016-0050""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160050.pdf,source_case_number_and_caption,high,generated
2016-0071,case_order,"[""2016-0071""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160071.pdf,source_case_number_and_caption,high,generated
2016-0277,case_order,"[""2016-0277""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160277.pdf,source_case_number_and_caption,high,generated
2015-0717,case_order,"[""2015-0717""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150717.pdf,source_case_number_and_caption,high,generated
2015-0286,case_order,"[""2015-0286""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150286.pdf,source_case_number_and_caption,high,generated
2016-0285,case_order,"[""2016-0285""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160285.pdf,source_case_number_and_caption,high,generated
2016-0095,case_order,"[""2016-0095""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160095.pdf,source_case_number_and_caption,high,generated
2015-0556,case_order,"[""2015-0556""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150556.pdf,source_case_number_and_caption,high,generated
2016-0161,case_order,"[""2016-0161""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160161.pdf,source_case_number_and_caption,high,generated
2016-0030,case_order,"[""2016-0030""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160030.pdf,source_case_number_and_caption,high,generated
2015-0690,case_order,"[""2015-0690""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20150690.pdf,source_case_number_and_caption,high,generated
2016-0146,case_order,"[""2016-0146""]",https://www.courts.nh.gov/sites/g/files/ehbemt471/files/documents/2021-09/20160146.pdf,source_case_number_and_caption,high,generated
