argument_id,disposition_id,disposition_type,link_method,link_confidence,is_final_disposition
2018-0416,2018-0416,opinion,docket_match,high,True
2018-0423,2018-0423,case_order,docket_match,high,True
2018-0548,2018-0548,case_order,docket_match,high,True
2018-0602,2018-0602,opinion,docket_match,high,True
2018-0651,2018-0651,opinion,docket_match,high,True
2018-0680,2018-0680,opinion,docket_match,high,True
2018-0339,2018-0339,3jx_order,docket_match,high,True
2018-0452,2018-0452,3jx_order,docket_match,high,True
2018-0546,2018-0546,3jx_order,docket_match,high,True
2018-0711,2018-0711,3jx_order,docket_match,high,True
2019-0039,2019-0039,3jx_order,docket_match,high,True
2018-0575,2018-0575,opinion,docket_match,high,True
2018-0650,2018-0650,opinion,docket_match,high,True
2018-0674,2018-0674,case_order,docket_match,high,True
2018-0702,2018-0702,opinion,docket_match,high,True
2018-0706,2018-0706,opinion,docket_match,high,True
2019-0022,2019-0022,case_order,docket_match,high,True
2019-0031,2019-0031,3jx_order,docket_match,high,True
2018-0709,2018-0709,case_order,docket_match,high,True
2019-0027,2019-0027,opinion,docket_match,high,True
2019-0061,2019-0061,opinion,docket_match,high,True
2019-0092,2019-0092,opinion,docket_match,high,True
2019-0115,2019-0115,opinion,docket_match,high,True
2019-0057,2019-0057,opinion,docket_match,high,True
2019-0134,2019-0134,opinion,docket_match,high,True
2019-0135,2019-0135,opinion,docket_match,high,True
2019-0206,2019-0206,opinion,docket_match,high,True
2019-0217,2019-0217,case_order,docket_match,high,True
2018-0102,2018-0102,3jx_order,docket_match,high,True
2018-0406,2018-0406,3jx_order,docket_match,high,True
2018-0667,2018-0667,3jx_order,docket_match,high,True
2019-0035,2019-0035,3jx_order,docket_match,high,True
2019-0099,2019-0099,3jx_order,docket_match,high,True
2018-0341,2018-0341,opinion,docket_match,high,True
2018-0647,2018-0647,opinion,docket_match,high,True
2019-0067,2019-0067,opinion,docket_match,high,True
2019-0096,2019-0096,case_order,docket_match,high,True
2018-0551,2018-0551,opinion,docket_match,high,True
2019-0107,2019-0107,opinion,docket_match,high,True
2019-0121,2019-0121,opinion,docket_match,high,True
2019-0156,,case_order,docket_match,review,True
2019-0197,2019-0197,opinion,docket_match,high,True
2018-0369,2018-0369,case_order,docket_match,high,True
2018-0700,2018-0700,opinion,docket_match,high,True
2019-0236,2019-0236,opinion,docket_match,high,True
2019-0273,2019-0273,case_order,docket_match,high,True
2018-0402,2018-0402,opinion,docket_match,high,True
2018-0481,2018-0481,case_order,docket_match,high,True
2018-0608,2018-0608,opinion,docket_match,high,True
2019-0150,2019-0150,opinion,docket_match,high,True
2019-0229,2019-0229,case_order,docket_match,high,True
2019-0171,2019-0171,opinion,docket_match,high,True
2019-0339,2019-0339,opinion,docket_match,high,True
2019-0012,2019-0012,opinion,docket_match,high,True
2019-0120,2019-0120,opinion,docket_match,high,True
2019-0287,2019-0287,case_order,docket_match,high,True
2019-0307,2019-0307,opinion,docket_match,high,True
2019-0372,2019-0372,case_order,docket_match,high,True
2019-0277,2019-0277,case_order,docket_match,high,True
2019-0328,2019-0328,opinion,docket_match,high,True
2019-0507,2019-0507,opinion,docket_match,high,True
2019-0693,2019-0693,opinion,docket_match,high,True
2019-0299,2019-0716,case_order,docket_match,high,True
2019-0278,2019-0278,case_order,docket_match,high,True
2019-0396,2019-0396,case_order,docket_match,high,True
2019-0319,2019-0319,opinion,docket_match,high,True
2019-0460,2019-0460,opinion,docket_match,high,True
2019-0280,2019-0280,opinion,docket_match,high,True
2019-0302,2019-0302,opinion,docket_match,high,True
2019-0493,2019-0493,case_order,docket_match,high,True
2018-0433,2018-0433,opinion,docket_match,high,True
2019-0464,2019-0464,opinion,docket_match,high,True
2019-0354,2019-0354,opinion,docket_match,high,True
2019-0072,2019-0072,opinion,docket_match,high,True
2019-0250,2019-0250,opinion,docket_match,high,True
2019-0548,2019-0548,opinion,docket_match,high,True
2019-0124,2019-0124,opinion,docket_match,high,True
2019-0535,2019-0535,opinion,docket_match,high,True
2019-0705,2019-0705,case_order,docket_match,high,True
2019-0200,2019-0200,case_order,docket_match,high,True
2019-0346,2019-0346,case_order,docket_match,high,True
2019-0553,2019-0553,opinion,docket_match,high,True
2019-0240,2019-0240,case_order,docket_match,high,True
2019-0279,2019-0279,opinion,docket_match,high,True
2019-0442,2019-0442,case_order,docket_match,high,True
2019-0719,2019-0719,opinion,docket_match,high,True
2019-0752,2019-0752,opinion,docket_match,high,True
2019-0371,2019-0371,opinion,docket_match,high,True
2019-0500,2019-0500,opinion,docket_match,high,True
2019-0539,2019-0539,opinion,docket_match,high,True
2019-0522,2019-0522,case_order,docket_match,high,True
2019-0590,2019-0590,opinion,docket_match,high,True
2019-0407,2019-0407,opinion,docket_match,high,True
2019-0616,2019-0616,opinion,docket_match,high,True
2019-0654,2019-0654,case_order,docket_match,high,True
2019-0528,2019-0528,case_order,docket_match,high,True
2019-0620,2019-0620,opinion,docket_match,high,True
2019-0608,2019-0608,opinion,docket_match,high,True
2019-0739,2019-0739,case_order,docket_match,high,True
2020-0005,2020-0005,opinion,docket_match,high,True
2020-0414,2020-0414,opinion,docket_match,high,True
2019-0685,2019-0685,opinion,docket_match,high,True
2019-0734,2019-0734,opinion,docket_match,high,True
2020-0100,2020-0100,case_order,docket_match,high,True
2020-0033,2020-0033,case_order,docket_match,high,True
2020-0034,2020-0034,opinion,docket_match,high,True
2020-0049,2020-0049,opinion,docket_match,high,True
2019-0598,2019-0598,3jx_order,docket_match,high,True
2020-0365,2020-0365,case_order,docket_match,high,True
2019-0605,2019-0605,opinion,docket_match,high,True
2019-0727,2019-0727,opinion,docket_match,high,True
2020-0001,2020-0001,case_order,docket_match,high,True
2020-0185,2020-0185,opinion,docket_match,high,True
2019-0716,2019-0716,case_order,docket_match,high,True
2018-0104,2018-0104,opinion,docket_match,high,True
2018-0662,2018-0662,case_order,docket_match,high,True
2019-0603,2019-0603,opinion,docket_match,high,True
2019-0622,,case_order,docket_match,review,True
2019-0653,2019-0653,opinion,docket_match,high,True
2019-0668,2019-0668,case_order,docket_match,high,True
2019-0736,2019-0736,case_order,docket_match,high,True
2020-0268,2020-0268,opinion,docket_match,high,True
2020-0163,2020-0163,opinion,docket_match,high,True
2020-0216,2021044sivalingam,opinion,docket_match,high,True
2020-0052,2020-0052,opinion,docket_match,high,True
2020-0063,2020-0063,case_order,docket_match,high,True
2020-0080,2020-0080,opinion,docket_match,high,True
2020-0167,2020-0167,opinion,docket_match,high,True
2020-0226,2020-0226,3jx_order,docket_match,high,True
2020-0443,2020-0443,3jx_order,docket_match,high,True
2019-0537,2019-0537,case_order,docket_match,high,True
2019-0680,2019-0680,opinion,docket_match,high,True
2020-0249,,case_order,docket_match,review,True
2020-0239,2020-0239,case_order,docket_match,high,True
2020-0454,2020-0454,opinion,docket_match,high,True
2020-0029,2022001Britton,opinion,docket_match,high,True
2020-0151,2020-0151,3jx_order,docket_match,high,True
2020-0201,2020-0201,case_order,docket_match,high,True
2018-0336,2018-0336,opinion,docket_match,high,True
2020-0025,2020-0025,opinion,docket_match,high,True
2020-0053,2020-0053,opinion,docket_match,high,True
2020-0320,2020-0320,opinion,docket_match,high,True
2020-0172,2020-0172,case_order,docket_match,high,True
2020-0252,2020-0252,opinion,docket_match,high,True
2020-0515,2020-0515,opinion,docket_match,high,True
2020-0113,2020-0113,opinion,docket_match,high,True
2020-0518,2020-0518,opinion,docket_match,high,True
2020-0437,2020-0437,opinion,docket_match,high,True
2020-0449,2020-0449,case_order,docket_match,high,True
2016-0037,20160037and20190589,case_order,docket_match,high,True
2020-0259,2020-0259,opinion,docket_match,high,True
2020-0370,2021-0370,opinion,docket_match,high,True
2018-0315,2018-0315,case_order,docket_match,high,True
2020-0316,2020-0316,opinion,docket_match,high,True
2020-0275,2020-0275,opinion,docket_match,high,True
2020-0536,2020-0536,opinion,docket_match,high,True
2020-0538,2020-0538,opinion,docket_match,high,True
2020-0299,2020-0299,3jx_order,docket_match,high,True
2020-0473,2020-0473,case_order,docket_match,high,True
2020-0474,2020-0474,opinion,docket_match,high,True
2020-0475,2020-0475,opinion,docket_match,high,True
2021-0088,2021-0088,case_order,docket_match,high,True
2021-0168,2021-0168,opinion,docket_match,high,True
2020-0251,2020-0251,case_order,docket_match,high,True
2020-0358,2020-0358,opinion,docket_match,high,True
2018-0606,2022044newton,opinion,docket_match,high,True
2020-0416,2020-0416,opinion,docket_match,high,True
2021-0111,2021-0111,case_order,docket_match,high,True
2019-0737,2019-0737,case_order,docket_match,high,True
2020-0447,2020-0447,opinion,docket_match,high,True
2020-0521,2020-0521,case_order,docket_match,high,True
2021-0014,2021-0014,opinion,docket_match,high,True
2020-0450,2020-0450,opinion,docket_match,high,True
2020-0457,2020-0457,case_order,docket_match,high,True
2020-0204,2020-0204,opinion,docket_match,high,True
2020-0234,2020-0234,opinion,docket_match,high,True
2020-0470,2020-0470,opinion,docket_match,high,True
2021-0156,2021-0156,opinion,docket_match,high,True
2020-0165,2020-0165,opinion,docket_match,high,True
2020-0496,2020-0496,opinion,docket_match,high,True
2020-0563,2020-0563,opinion,docket_match,high,True
2021-0129,2021-0129,opinion,docket_match,high,True
2019-0265,2019-0265,opinion,docket_match,high,True
2021-0146,2021-0146,opinion,docket_match,high,True
2019-0503,2019-0503,opinion,docket_match,high,True
2019-0628,2019-0628,opinion,docket_match,high,True
2021-0031,2021-0031,case_order,docket_match,high,True
2021-0061,2021-0061,opinion,docket_match,high,True
2020-0322,2020-0322,opinion,docket_match,high,True
2021-0027,2022033nhstatetroopers,opinion,docket_match,high,True
2021-0138,2021-0138,opinion,docket_match,high,True
2021-0234,2021-0234,opinion,docket_match,high,True
2020-0569,2020-0569,opinion,docket_match,high,True
2021-0015,2021-0015,case_order,docket_match,high,True
2021-0068,2021-0068,opinion,docket_match,high,True
2021-0102,2021-0102,opinion,docket_match,high,True
2021-0250,2021-0250,case_order,docket_match,high,True
2021-0244,2021-0244,opinion,docket_match,high,True
2021-0075,2021-0075,case_order,docket_match,high,True
2021-0085,2021-0085,case_order,docket_match,high,True
2021-0139,2021-0139,opinion,docket_match,high,True
2019-0130,20190130and20220331,case_order,docket_match,high,True
2020-0148,2020-0148,opinion,docket_match,high,True
2021-0114,2021-0114,case_order,docket_match,high,True
2021-0142,2021-0142,case_order,docket_match,high,True
2021-0253,2021-0253,opinion,docket_match,high,True
2021-0274,2021-0274,case_order,docket_match,high,True
2020-0364,2020-0364,opinion,docket_match,high,True
2020-0570,2020-0570,opinion,docket_match,high,True
2021-0071,2021-0071,opinion,docket_match,high,True
2021-0187,2021-0187,opinion,docket_match,high,True
2021-0194,2021-0194,opinion,docket_match,high,True
2021-0211,2021-0211,opinion,docket_match,high,True
2019-0047,,opinion,docket_match,review,True
2021-0053,2021-0053,opinion,docket_match,high,True
2021-0222,,case_order,docket_match,review,True
2021-0286,2021-0286,case_order,docket_match,high,True
2021-0418,2021-0418,case_order,docket_match,high,True
2021-0151,2021-0151,opinion,docket_match,high,True
2021-0197,2021-0197,opinion,docket_match,high,True
2021-0392,2021-0392,case_order,docket_match,high,True
2021-0166,2021-0166,opinion,docket_match,high,True
2021-0213,2021-0213,opinion,docket_match,high,True
2021-0214,2021-0214,opinion,docket_match,high,True
2021-0248,2021-0248,opinion,docket_match,high,True
2021-0280,2021-0280,opinion,docket_match,high,True
2021-0147,2021-0147,opinion,docket_match,high,True
2021-0148,2021-0148,case_order,docket_match,high,True
2021-0349,20210349and20210356_1,case_order,docket_match,high,True
2021-0356,20210349and20210356_1,case_order,docket_match,high,True
2016-0006,2016-0006,opinion,docket_match,high,True
2020-0404,2020-0404,opinion,docket_match,high,True
2021-0009,2021-0009,opinion,docket_match,high,True
2021-0267,2021-0267,opinion,docket_match,high,True
2021-0369,2021-0369,opinion,docket_match,high,True
2021-0093,,opinion,docket_match,review,True
2021-0325,2021-0325,opinion,docket_match,high,True
2021-0357,2021-0357,opinion,docket_match,high,True
2021-0478,2021-0478,opinion,docket_match,high,True
2021-0087,2021-0087,opinion,docket_match,high,True
2022-0184,2022-0184,opinion,docket_match,high,True
2021-0338,2021-0338,opinion,docket_match,high,True
2021-0376,2021-0376,opinion,docket_match,high,True
2021-0448,2021-0448,case_order,docket_match,high,True
2021-0473,2021-0473,case_order,docket_match,high,True
2021-0476,2021-0476,opinion,docket_match,high,True
2021-0161,2021-0161,case_order,docket_match,high,True
2021-0322,2021-0322,case_order,docket_match,high,True
2021-0361,2021-0361,opinion,docket_match,high,True
2021-0268,2021-0268,case_order,docket_match,high,True
2021-0294,2021-0294,case_order,docket_match,high,True
2021-0543,2021-0543,case_order,docket_match,high,True
2021-0563,2021-0563,opinion,docket_match,high,True
2021-0570,2021-0570,opinion,docket_match,high,True
2021-0574,2021-0574,case_order,docket_match,high,True
2021-0394,2021-0394,opinion,docket_match,high,True
2021-0576,2021-0576,case_order,docket_match,high,True
2022-0154,2022-0154,opinion,docket_match,high,True
2020-0333,2020-0333,case_order,docket_match,high,True
2021-0511,2021-0511,opinion,docket_match,high,True
2019-0314,2023050chandler,opinion,docket_match,high,True
2021-0360,2021-0360,opinion,docket_match,high,True
2021-0605,2021-0605,opinion,docket_match,high,True
2021-0429,2021-0429,opinion,docket_match,high,True
2021-0441,2021-0441,case_order,docket_match,high,True
2022-0155,2022-0155,opinion,docket_match,high,True
2021-0385,2021-0385,opinion,docket_match,high,True
2022-0098,2022-0098,opinion,docket_match,high,True
2022-0132,2022-0132,opinion,docket_match,high,True
2022-0224,2022-0224,case_order,docket_match,high,True
2021-0270,2021-0270,opinion,docket_match,high,True
2022-0014,2022-0014,case_order,docket_match,high,True
2022-0101,2022-0101,opinion,docket_match,high,True
2021-0113,2021-0113,case_order,docket_match,high,True
2021-0153,2021-0153,opinion,docket_match,high,True
2022-0058,2022-0058,opinion,docket_match,high,True
2022-0196,2022-0196,opinion,docket_match,high,True
2021-0547,2021-0547,case_order,docket_match,high,True
2022-0084,2022-0084,case_order,docket_match,high,True
2021-0464,2021-0464,opinion,docket_match,high,True
2021-0497,20210497and20210523,case_order,docket_match,high,True
2021-0569,2021-0569,case_order,docket_match,high,True
2021-0601,2021-0601,opinion,docket_match,high,True
2021-0602,2021-0602,case_order,docket_match,high,True
2022-0038,2022-0038,case_order,docket_match,high,True
2022-0122,2022-0122,opinion,docket_match,high,True
2022-0142,2022-0142,opinion,docket_match,high,True
2022-0208,2022-0208,case_order,docket_match,high,True
2022-0294,2022-0294,case_order,docket_match,high,True
2022-0414,2022-0414,case_order,docket_match,high,True
2021-0350,2021-0350,opinion,docket_match,high,True
2022-0042,2022-0042,case_order,docket_match,high,True
2022-0081,2022-0081,opinion,docket_match,high,True
2022-0146,2022-0146,opinion,docket_match,high,True
2022-0268,2022-0268,opinion,docket_match,high,True
2021-0447,2021-0447,case_order,docket_match,high,True
2022-0198,2022-0198,opinion,docket_match,high,True
2022-0321,2022-0321,opinion,docket_match,high,True
2022-0348,2022-0348,opinion,docket_match,high,True
2021-0344,2021-0344,case_order,docket_match,high,True
2021-0410,2021-0410,opinion,docket_match,high,True
2022-0087,2022-0087,opinion,docket_match,high,True
2022-0309,2022-0309,opinion,docket_match,high,True
2021-0585,2021-0585,case_order,docket_match,high,True
2022-0182,2023049beal,opinion,docket_match,high,True
2022-0197,2022-0197,opinion,docket_match,high,True
2022-0237,2022-0237,opinion,docket_match,high,True
2022-0238,2022-0238,case_order,docket_match,high,True
2021-0554,2021-0554,case_order,docket_match,high,True
2022-0219,2022-0219,case_order,docket_match,high,True
2022-0222,2022-0222,case_order,docket_match,high,True
2022-0236,2022-0236,opinion,docket_match,high,True
2022-0304,2022-0304,opinion,docket_match,high,True
2022-0538,2022-0538,case_order,docket_match,high,True
2022-0145,2022-0145,opinion,docket_match,high,True
2022-0202,2022-0202,case_order,docket_match,high,True
2022-0301,2022-0301,case_order,docket_match,high,True
2022-0129,2022-0129,case_order,docket_match,high,True
2022-0251,2022-0251,case_order,docket_match,high,True
2022-0259,2022-0259,opinion,docket_match,high,True
2022-0276,2022-0276,case_order,docket_match,high,True
2022-0373,,case_order,docket_match,review,True
2022-0457,2022-0457,case_order,docket_match,high,True
2022-0201,2022-0201,case_order,docket_match,high,True
2022-0439,2022-0439,case_order,docket_match,high,True
2022-0525,2022-0525,case_order,docket_match,high,True
2022-0070,2022-0070,case_order,docket_match,high,True
2022-0537,2022-0537,opinion,docket_match,high,True
2022-0544,2022-0544,case_order,docket_match,high,True
2019-0490,20190490,case_order,docket_match,high,True
2022-0067,2022-0067,case_order,docket_match,high,True
2022-0372,2022-0372,case_order,docket_match,high,True
2022-0652,2022-0652,case_order,docket_match,high,True
2022-0212,2022-0212,case_order,docket_match,high,True
2022-0234,2022-0234,opinion,docket_match,high,True
2022-0253,2023051hellinger,opinion,docket_match,high,True
2022-0629,2022-0629,opinion,docket_match,high,True
2021-0362,,case_order,docket_match,review,True
2022-0082,2022-0082,case_order,docket_match,high,True
2022-0320,2022-0320,case_order,docket_match,high,True
2022-0223,2022-0223,case_order,docket_match,high,True
2022-0483,2022-0483,case_order,docket_match,high,True
2022-0553,2022-0553,case_order,docket_match,high,True
2022-0578,2022-0578,opinion,docket_match,high,True
2023-0023,2023-0023,opinion,docket_match,high,True
2022-0311,2022-0311,case_order,docket_match,high,True
2022-0410,2022-0410,case_order,docket_match,high,True
2022-0467,2022-0467,case_order,docket_match,high,True
2022-0498,2022-0498,case_order,docket_match,high,True
2022-0500,2022-0500,opinion,docket_match,high,True
2022-0648,2022-0648,opinion,docket_match,high,True
2022-0020,2022-0020,case_order,docket_match,high,True
2022-0432,2022-0432,opinion,docket_match,high,True
2022-0545,2022-0545,case_order,docket_match,high,True
2022-0583,2022-0583,case_order,docket_match,high,True
2023-0022,2023-0022,opinion,docket_match,high,True
2023-0205,2023-0205,case_order,docket_match,high,True
2021-0310,2021-0310,opinion,docket_match,high,True
2021-0419,2021-0419,opinion,docket_match,high,True
2022-0106,2022-0106,opinion,docket_match,high,True
2022-0436,2022-0436,case_order,docket_match,high,True
2022-0536,2022-0536,case_order,docket_match,high,True
2022-0651,2022-0651,opinion,docket_match,high,True
2022-0693,2022-0693,opinion,docket_match,high,True
2022-0707,2022-0707,case_order,docket_match,high,True
2022-0488,2022-0488,case_order,docket_match,high,True
2022-0557,2022-0557,opinion,docket_match,high,True
2022-0696,2022-0696,opinion,docket_match,high,True
2023-0014,2023-0014,opinion,docket_match,high,True
2022-0503,2022-0503,case_order,docket_match,high,True
2022-0587,2022-0587,case_order,docket_match,high,True
2022-0592,2022-0592,opinion,docket_match,high,True
2022-0690,2022-0690,opinion,docket_match,high,True
2022-0714,2022-0714,opinion,docket_match,high,True
2022-0613,2022-0613,opinion,docket_match,high,True
2023-0210,2023-0210,opinion,docket_match,high,True
2021-0460,2021-0460,opinion,docket_match,high,True
2021-0531,2021-0531,case_order,docket_match,high,True
2022-0643,2022-0643,opinion,docket_match,high,True
2023-0011,2023-0011,case_order,docket_match,high,True
2023-0018,2023-0018,opinion,docket_match,high,True
2023-0211,2023-0211,case_order,docket_match,high,True
2022-0431,2022-0431,case_order,docket_match,high,True
2022-0588,2022-0588,case_order,docket_match,high,True
2023-0076,2023-0076,case_order,docket_match,high,True
2023-0109,2023-0109,case_order,docket_match,high,True
2019-0413,2024036chalpin,opinion,docket_match,high,True
2022-0306,2022-0306,opinion,docket_match,high,True
2023-0083,2023-0083,opinion,docket_match,high,True
2023-0265,2023-0265,opinion,docket_match,high,True
2022-0563,2022-0563,opinion,docket_match,high,True
2022-0616,2022-0616,opinion,docket_match,high,True
2023-0012,2023-0012,case_order,docket_match,high,True
2023-0097,2023-0097,opinion,docket_match,high,True
2023-0189,2023-0189,opinion,docket_match,high,True
2022-0244,2022-0244,opinion,docket_match,high,True
2022-0728,2022-0728,opinion,docket_match,high,True
2023-0128,2023-0128,case_order,docket_match,high,True
2023-0278,2023-0278,opinion,docket_match,high,True
2022-0425,2022-0425,opinion,docket_match,high,True
2022-0568,2022-0568,case_order,docket_match,high,True
2023-0030,2023-0030,case_order,docket_match,high,True
2023-0170,2023-0170,opinion,docket_match,high,True
2023-0208,2023-0208,opinion,docket_match,high,True
2023-0258,2023-0258,opinion,docket_match,high,True
2023-0451,2023-0451,opinion,docket_match,high,True
2022-0718,2022-0718,case_order,docket_match,high,True
2023-0436,2023-0436,opinion,docket_match,high,True
2016-0007,2016-0007,case_order,docket_match,high,True
2022-0638,2022-0638,opinion,docket_match,high,True
2022-0736,2022-0736,opinion,docket_match,high,True
2023-0204,2023-0204,case_order,docket_match,high,True
2023-0247,2023-0247,case_order,docket_match,high,True
2022-0342,2022-0342,case_order,docket_match,high,True
2023-0175,2023-0175,case_order,docket_match,high,True
2023-0323,2023-0323,opinion,docket_match,high,True
2023-0121,2023-0121,opinion,docket_match,high,True
2023-0142,2023-0142,opinion,docket_match,high,True
2023-0281,2023-0281,case_order,docket_match,high,True
2023-0294,2023-0294,opinion,docket_match,high,True
2023-0346,2023-0346,opinion,docket_match,high,True
2023-0389,2023-0389,opinion,docket_match,high,True
2023-0615,2023-0615,opinion,docket_match,high,True
2021-0592,2021-0592,case_order,docket_match,high,True
2022-0025,2022-0025,opinion,docket_match,high,True
2022-0448,2022-0448,case_order,docket_match,high,True
2022-0452,2022-0452,case_order,docket_match,high,True
2023-0301,2023-0301,case_order,docket_match,high,True
2023-0449,2023-0449,case_order,docket_match,high,True
2022-0008,2022-0008,case_order,docket_match,high,True
2022-0407,2022-0407,opinion,docket_match,high,True
2023-0062,2023-0062,case_order,docket_match,high,True
2023-0088,2023-0088,case_order,docket_match,high,True
2023-0456,2023-0456,case_order,docket_match,high,True
2022-0397,2022-0397,opinion,docket_match,high,True
2023-0198,2023-0198,case_order,docket_match,high,True
2023-0471,2023-0471,opinion,docket_match,high,True
2023-0538,2023-0538,opinion,docket_match,high,True
2023-0702,2023-0702,case_order,docket_match,high,True
2023-0357,2023-0357,opinion,docket_match,high,True
2023-0521,2023-0521,case_order,docket_match,high,True
2023-0545,2023-0545,case_order,docket_match,high,True
2022-0628,2022-0628,case_order,docket_match,high,True
2023-0138,2023-0138,opinion,docket_match,high,True
2023-0156,2023-0156,case_order,docket_match,high,True
2023-0263,2023-0263,case_order,docket_match,high,True
2023-0488,2023-0488,opinion,docket_match,high,True
2023-0637,2023-0637,opinion,docket_match,high,True
2023-0640,2023-0640,case_order,docket_match,high,True
2023-0663,2023-0663,opinion,docket_match,high,True
2023-0352,2023-0352,case_order,docket_match,high,True
2023-0398,2023-0398,opinion,docket_match,high,True
2023-0559,2023-0559,case_order,docket_match,high,True
2023-0678,2023-0678,opinion,docket_match,high,True
2023-0755,2023-0755,case_order,docket_match,high,True
2022-0647,2022-0647,opinion,docket_match,high,True
2023-0092,2023-0092,case_order,docket_match,high,True
2023-0108,2023-0108,case_order,docket_match,high,True
2024-0027,2024-0027,opinion,docket_match,high,True
2022-0634,2022-0634,opinion,docket_match,high,True
2023-0098,2025011miller,opinion,docket_match,high,True
2023-0118,2023-0118,opinion,docket_match,high,True
2023-0085,2023-0085,opinion,docket_match,high,True
2023-0213,2023-0213,case_order,docket_match,high,True
2023-0453,2023-0453,opinion,docket_match,high,True
2023-0540,2023-0540,case_order,docket_match,high,True
2024-0005,,opinion,docket_match,review,True
2024-0023,2024-0023,case_order,docket_match,high,True
2023-0329,2023-0329,opinion,docket_match,high,True
2023-0617,2023-0617,case_order,docket_match,high,True
2024-0066,2024-0066,opinion,docket_match,high,True
2024-0097,2024-0097,opinion,docket_match,high,True
2024-0138,2024-0138,opinion,docket_match,high,True
2024-0189,2024-0189,case_order,docket_match,high,True
2023-0576,2023-0576,case_order,docket_match,high,True
2023-0614,2023-0614,case_order,docket_match,high,True
2023-0628,2023-0628,case_order,docket_match,high,True
2023-0687,2023-0687,case_order,docket_match,high,True
2024-0121,2024-0121,opinion,docket_match,high,True
2023-0487,2023-0487,case_order,docket_match,high,True
2023-0585,2023-0585,opinion,docket_match,high,True
2023-0706,2023-0706,case_order,docket_match,high,True
2024-0111,2024-0111,opinion,docket_match,high,True
2024-0259,2024-0259,case_order,docket_match,high,True
2024-0269,2024-0269,case_order,docket_match,high,True
2022-0353,20220353and20220415,case_order,docket_match,high,True
2022-0353-2022-0415,20220353and20220415,case_order,docket_match,high,True
2023-0166,2023-0166,opinion,docket_match,high,True
2023-0257,2023-0257,case_order,docket_match,high,True
2022-0730,20220730and20240169,case_order,docket_match,high,True
2022-0730-2024-0169,20220730and20240169,case_order,docket_match,high,True
2023-0526,2023-0526,opinion,docket_match,high,True
2023-0754,2023-0754,case_order,docket_match,high,True
2024-0054,2024-0054,opinion,docket_match,high,True
2024-0082,2024-0082,opinion,docket_match,high,True
2024-0186,2024-0186,case_order,docket_match,high,True
2024-0346,2024-0346,case_order,docket_match,high,True
2023-0532,2023-0532,opinion,docket_match,high,True
2023-0661,2023-0661,case_order,docket_match,high,True
2024-0068,2024-0068,case_order,docket_match,high,True
2023-0400,2023-0400,case_order,docket_match,high,True
2023-0408,2023-0408,opinion,docket_match,high,True
2024-0051,2024-0051,opinion,docket_match,high,True
2024-0224,2024-0224,case_order,docket_match,high,True
2024-0250,2024-0250,opinion,docket_match,high,True
2023-0740,2023-0740,opinion,docket_match,high,True
2024-0396,2024-0396,opinion,docket_match,high,True
2023-0356,2023-0356,case_order,docket_match,high,True
2024-0428,2024-0428,case_order,docket_match,high,True
2024-0046,2024-0046,case_order,docket_match,high,True
2023-0550,2023-0550,opinion,docket_match,high,True
2023-0647,2023-0647,case_order,docket_match,high,True
2024-0254,2024-0254,case_order,docket_match,high,True
2024-0471,2024-0471,opinion,docket_match,high,True
2024-0531,2024-0531,opinion,docket_match,high,True
2024-0320,2024-0320,case_order,docket_match,high,True
2024-0344,2024-0344,opinion,docket_match,high,True
2024-0393,2024-0393,opinion,docket_match,high,True
2022-0433,2022-0433,case_order,docket_match,high,True
2024-0412,2024-0412,case_order,docket_match,high,True
2024-0606,2024-0606,opinion,docket_match,high,True
2025-0017,2025-0017,case_order,docket_match,high,True
2023-0562,2023-0562,opinion,docket_match,high,True
2024-0035,2024-0035,opinion,docket_match,high,True
2024-0496,2024-0496,opinion,docket_match,high,True
2024-0511,2024-0511,opinion,docket_match,high,True
2023-0664,2023-0664,opinion,docket_match,high,True
2024-0032,2024-0032,case_order,docket_match,high,True
2024-0155,2024-0155,opinion,docket_match,high,True
2025-0015,2025-0015,case_order,docket_match,high,True
2023-0690,2026007levier,opinion,docket_match,high,True
2023-0690-2024-0183,2026007levier,opinion,docket_match,high,True
2024-0294,2024-0294,opinion,docket_match,high,True
2024-0429,2024-0429,opinion,docket_match,high,True
2024-0506,2024-0506,opinion,docket_match,high,True
2024-0061,2024-0061,case_order,docket_match,high,True
2024-0304,2024-0304,opinion,docket_match,high,True
2025-0029,2025-0029,case_order,docket_match,high,True
2023-0498,2023-0498,opinion,docket_match,high,True
2024-0245,2024-0245,opinion,docket_match,high,True
2025-0140,2025-0140,opinion,docket_match,high,True
2024-0034,2024-0034,opinion,docket_match,high,True
2024-0321,2024-0321,opinion,docket_match,high,True
2024-0368,2024-0368,case_order,docket_match,high,True
2024-0560,2024-0560,opinion,docket_match,high,True
2024-0636,2024-0636,opinion,docket_match,high,True
2025-0056,2025-0056,opinion,docket_match,high,True
2024-0648,2024-0648,opinion,docket_match,high,True
2024-0509,2024-0509,opinion,docket_match,high,True
2024-0717,2024-0717,case_order,docket_match,high,True
2024-0407,2024-0407,case_order,docket_match,high,True
2024-0465,2024-0465,case_order,docket_match,high,True
2024-0530,2024-0530,case_order,docket_match,high,True
2025-0019,2025-0019,opinion,docket_match,high,True
2024-0073,2024-0073,case_order,docket_match,high,True
2024-0518,2024-0518,case_order,docket_match,high,True
2025-0178,2025-0178,opinion,docket_match,high,True
